,corp_code,stock_code,PBR,PBR score,PER,PER score,PSR,PSR score,EE,EE score,PCR,PCR score,DIV,DIV score,6M momentum,3M momentum,Total Score
대상홀딩스,00539274,084690,0.17007993979840477,97.26775956284153,1.4879379414910312,99.60967993754879,0.05789651567121628,98.1264637002342,9.391361033899368,84.46526151444183,1.0384423795889688,96.79937548790008,0.10230069336562705,98.43871975019516,-18.89,-15.03,691.2157708711627
SNT홀딩스,00225159,036530,0.12117687033193433,99.06323185011709,3.178554949686628,97.0335675253708,0.13029798310219906,90.39812646370024,2.957756411329049,98.98516783762686,2.209156215559043,88.13427010148321,0.03201303132988719,83.21623731459798,-9.72,-13.91,690.2871194140299
KG케미칼,00101220,001390,0.10143118279301643,99.37548790007807,0.6250157576939186,99.92193598750976,0.06627932773969492,97.11163153786104,9.914127011312301,83.13817330210773,0.9342127532174492,97.50195160031225,0.10252187691391307,98.5167837626854,-2.28,-5.31,687.1399055336024
사조대림,00109718,003960,0.2272422086989107,93.98907103825137,1.1062600251891477,99.84387197501951,0.07244100724078081,96.33099141295862,7.366120278107127,89.46135831381733,1.245938784500841,95.5503512880562,0.00928980258617014,59.406713505074165,-22.49,-18.63,686.4772330360429
인탑스,00226866,049070,0.3285335010329473,85.94847775175644,2.834228797775692,97.97033567525371,0.1879672181999323,83.91881342701015,3.14353138833447,98.82903981264637,1.6785315935704817,93.20843091334895,0.04443730279303494,89.77361436377831,-16.03,-19.43,679.776663991385
탑엔지니어링,00366845,065130,0.37951309288255963,81.73302107728337,4.777395691766682,92.34972677595628,0.10854094673420409,92.7400468384075,4.544990240080451,96.72131147540983,2.933372666485175,83.4504293520687,0.010114141428857833,60.34348165495707,8.01,-11.0,671.4772285924589
동부건설,00115612,005960,0.3815767609034327,81.57689305230289,2.6830967660188754,98.20452771272443,0.13890845427945336,89.30523028883684,6.0854502352371584,92.97423887587821,3.3236426138780297,80.8743169398907,0.03948951239136275,86.88524590163935,-10.57,-10.78,663.6475532461387
삼지전자,00128315,037460,0.38663191405386244,81.10850897736144,6.378191963320863,87.04137392661983,0.08573219833826343,95.23809523809524,8.361846100598616,86.96330991412958,2.6369527654498004,85.3239656518345,0.06867457006069239,96.72131147540983,-20.29,-13.34,661.2076653169551
서희건설,00219848,035890,0.4621713911921139,74.08274785323965,2.949002137087546,97.73614363778299,0.14665732473306672,88.44652615144419,6.369833818529928,92.27166276346604,2.1956719301323058,88.36846213895394,0.013912321539031132,65.18345042935208,-19.28,-19.28,660.9146961582692
KPX홀딩스,00587466,092230,0.1449204832675024,97.97033567525371,4.984358838859838,91.49102263856362,0.16945008677497445,85.8704137392662,4.09225593400377,97.73614363778299,1.8920654481306238,90.78844652615145,0,24.746291959406715,-21.83,-22.69,658.5414535044533
DN오토모티브,00116949,007340,0.33802628343323465,84.93364558938329,3.0991103812394716,97.34582357533178,0.22762410392242938,79.07884465261515,4.270743879808466,97.5800156128025,2.337311474243678,87.19750195160032,0.041237113402061855,87.58782201405153,-19.17,-16.81,656.6169488811801
유성기업,00174004,002920,0.1953819593830696,96.0967993754879,3.800905323417187,95.23809523809524,0.2302080319547973,78.68852459016394,5.589521359929528,94.69164715066354,1.934799931766615,90.47619047619048,0.05496691484541784,93.59875097580016,-13.54,-11.41,654.4563442297564
대양제지,00111227,006580,0.40807460578937904,78.92271662763466,2.337647581779265,98.43871975019516,0.23148181937303447,78.4543325526932,4.511990621158069,96.87743950039032,1.8628975963800602,91.10070257611241,0.018315018315018316,72.05308352849337,-16.39,-15.35,653.6991877726206
대한제강,00113225,084010,0.2481233176145741,92.7400468384075,3.8704776784321404,95.08196721311475,0.11221682490573533,92.1935987509758,6.283232426033883,92.42779078844653,3.9928371306001496,76.50273224043715,0,24.746291959406715,-14.86,-13.27,647.5034978792447
에스에이엠티,00128661,031330,0.7747597189813967,52.38095238095238,4.911158955733119,91.95940671350508,0.15210140701171287,87.50975800156128,5.975805283778017,93.2864949258392,4.027998264847665,76.19047619047619,0.06970509383378017,96.79937548790008,-11.4,-10.12,645.415774036542
한국수출포장공업,00158112,002200,0.2736431554417158,90.63231850117096,3.762382616532013,95.39422326307572,0.24966694622699495,76.81498829039813,5.740226826037166,94.22326307572209,2.1042595792966114,89.30523028883684,0.035398230088495575,84.85558157689306,-8.13,-16.5,644.1588904624953
동국산업,00172680,005160,0.2013007472429776,95.86260733801717,5.897821434464424,88.68071818891491,0.1583119868967851,87.11943793911007,9.267734098758025,84.93364558938329,2.3183899517414583,87.35362997658079,0.08317685173899397,97.97033567525371,-12.66,-17.86,643.5898442001366
아바코,00442145,083930,0.5122454209013845,69.94535519125682,3.4093943745673374,96.48711943793911,0.29538814533374486,72.83372365339578,4.672756869674781,96.40905542544887,2.0971107783492036,89.38329430132708,0.04309228579037665,88.99297423887589,-5.48,-16.84,637.5525958069431
한국아트라스비엑스,00159290,023890,0.45378656200176104,74.86338797814207,3.136259086483909,97.11163153786104,0.25709928821772465,76.19047619047619,3.3727638098485753,98.75097580015613,3.31502054660087,80.95238095238095,0.0091324200913242,59.250585480093676,-16.25,-14.95,635.4182600248747
동아엘텍,00489243,088130,0.3366780542333146,85.16783762685402,5.939269848833465,88.60265417642466,0.3467713293168795,68.54020296643247,2.3351513398384323,99.53161592505855,1.547698627709422,93.75487900078065,0.028726883460517848,80.56206088992974,-10.81,-17.09,632.7662003130786
대한유화,00260383,006650,0.32050522186522995,86.72911787665886,5.360556390511732,90.63231850117096,0.2748180102931469,74.78532396565183,5.635372260118269,94.45745511319282,2.4748315710872513,86.18266978922716,0.04333694474539545,89.14910226385636,-23.4,-15.32,631.9566861181388
신대양제지,00135777,016590,0.37222669997847047,82.12334113973458,2.9553752974315604,97.65807962529274,0.33020009880251716,69.7111631537861,4.190492974317325,97.65807962529274,2.0460180213764474,89.7736143637783,0.016234089230146378,69.08665105386417,-15.47,-11.96,631.5883451284982
SK디스커버리,00131832,006120,0.19915828234905605,96.01873536299766,1.8492943816301721,98.90710382513662,0.09214921217819497,94.45745511319282,17.888705110189356,66.3544106167057,2.1269581784073655,89.07103825136612,0.06242398364098877,95.47228727556598,5.09,-13.69,628.9744033333268
삼호개발,00128980,010960,0.4955478590632116,71.50663544106166,4.391140996548868,93.83294301327088,0.2592697358982627,76.11241217798595,6.545275682555338,91.95940671350508,3.1249765452162097,81.9672131147541,0.040682475958741075,87.50975800156128,-8.29,-9.24,624.0356548846174
한솔로지스틱스,00140946,009180,0.7005577369554306,57.29898516783763,5.5789914322222645,89.92974238875878,0.07154920725055974,96.48711943793911,16.160365493662937,69.3208430913349,1.1248416920263316,96.01873536299766,0.011693745514772194,61.74863387978142,-3.61,-18.92,623.9515289584534
