,corp_code,stock_code,PBR,PBR score,PER,PER score,PSR,PSR score,EE,EE score,PCR,PCR score,DIV,DIV score,6M momentum,Total Score
두산,00117212,000150,0.1930691102657022,96.76923076923077,7.952534500330993,80.46153846153845,0.11310299790733909,94.0,34.82370192916737,54.07692307692307,1.1335807906015372,97.92307692307692,0.01653313937568,71.76923076923077,100.25,585.7430636186242
CJ,00148540,001040,0.21280519595347236,95.61538461538461,11.542730927091686,72.15384615384616,0.09207828879611289,95.76923076923077,29.892603015674172,56.46153846153846,0.7589570025469985,99.23076923076923,0.02204497095454774,77.07692307692308,54.65,590.5407276418988
아세아,00138701,002030,0.22032957142789467,95.07692307692308,4.674728724790313,91.3076923076923,0.2061893822154175,85.84615384615384,6.658125388755257,89.92307692307692,1.3070487887114093,97.0,0.04195359670023506,89.61538461538463,51.8,663.4513729010761
케이씨,00209780,029460,0.32852798142929884,89.3076923076923,5.976955022582074,87.38461538461539,0.3908413603606466,71.07692307692308,4.664770739815207,95.0,4.824296938700165,76.46153846153845,0.018166824730286364,73.6923076923077,46.12,606.3011759438285
에스에이엠티,00128661,031330,0.9973269818737311,48.46153846153846,11.423300672343654,72.3076923076923,0.1754261932918485,88.61538461538461,15.431494193029053,71.15384615384616,2.673433847981623,88.61538461538461,0.059895833333333336,94.6923076923077,43.02,590.5421407918814
SNT홀딩스,00225159,036530,0.1699331356438279,97.76923076923077,3.7992241999387546,94.3076923076923,0.17505227974612148,88.6923076923077,3.7452880090647307,96.92307692307692,1.575995892162773,95.0,0.030501089324618737,83.6923076923077,40.54,686.4454591251737
한양이엔지,00216762,045100,0.6526928198432307,64.46153846153845,4.4988751440814205,92.3076923076923,0.33919269388449796,75.53846153846153,4.596321290394542,95.15384615384616,2.341546741344009,90.38461538461539,0.029506316191338602,83.0,38.01,635.8174618353654
서연,00163114,007860,0.1677310148325467,97.92307692307692,1.8148858326522073,98.84615384615384,0.05069519243601112,98.76923076923077,5.94584572146073,92.0,0.7797437903882983,99.15384615384616,0.029550821368936463,83.07692307692308,35.69,708.6386053766347
사조대림,00109718,003960,0.4172294773392746,81.38461538461539,3.2472665088497914,96.3076923076923,0.14376586781896006,91.3076923076923,5.104273492710331,94.3076923076923,1.6969788387440634,94.53846153846153,0.00867739580194291,63.38461538461539,35.64,679.5136982697431
HDC,00164636,012630,0.08814391356833458,99.6923076923077,3.909351968870003,94.0,0.07480845050274965,97.3076923076923,18.244221049165034,66.3076923076923,1.8093041273977262,93.76923076923077,0.1029728711899354,99.07692307692308,33.49,638.3547096711925
현대지에프홀딩스,00105280,005440,0.20811128262183373,95.92307692307692,0.6655870181068401,99.84615384615384,0.27866592083936786,80.38461538461539,2.865929145067949,98.76923076923077,16.308561287744542,50.46153846153846,0.02595282078188929,80.3076923076923,32.96,622.9229404230913
대상홀딩스,00539274,084690,0.21507754030079462,95.53846153846153,5.1977279173586135,89.23076923076923,0.06474790485012615,97.84615384615384,23.597725251052402,60.38461538461538,1.056249757304391,98.38461538461539,0.08565019082668957,98.07692307692308,32.14,625.4824692361224
삼목에스폼,00125646,018310,0.4870129028967365,75.07692307692308,2.3456702608751585,98.15384615384616,0.6373120720754293,57.84615384615385,2.996700451755214,98.53846153846153,3.038611473974216,86.38461538461539,0.004790998985658828,57.307692307692314,25.58,596.4945423644456
세아제강지주,00124197,003030,0.40084973231577986,83.0,2.3375661146906515,98.23076923076923,0.24469855722320188,82.76923076923077,3.9131588957097647,96.76923076923077,1.7232054203397045,94.23076923076923,0.022242365582428418,77.23076923076924,24.02,669.6587949141544
티에이치엔,00118965,019180,0.5664683987932807,70.38461538461539,2.355798412096231,98.07692307692308,0.11420807345769746,93.84615384615384,8.250886191860172,86.84615384615384,1.4973138968541424,95.46153846153847,0.013440860215053764,68.23076923076924,23.38,670.0164263529309
동원F&B,00340917,049770,0.7474777207343137,59.61538461538461,6.683740559427181,84.6923076923077,0.1668128473494851,89.38461538461539,12.41740259372664,77.0,2.7568514320282147,87.53846153846153,0,26.03846153846154,22.6,600.932985483117
이지홀딩스,00242378,035810,0.20351468308212312,96.38461538461539,7.897760570409256,80.61538461538461,0.06713756725624949,97.6923076923077,20.850488535858805,63.230769230769226,3.414430925538585,84.07692307692308,0.057261897471011874,94.07692307692308,22.48,606.298638742951
정다운,01047415,208140,0.8693709774086144,53.38461538461538,3.274561228475405,96.15384615384616,0.5761843761692057,60.61538461538461,4.254979090919976,96.0,3.1895006346080605,85.61538461538461,0.03058103975535168,83.76923076923077,20.66,597.1448390171802
삼양사,00896285,145990,0.2866747840816882,91.15384615384616,4.592286247592317,91.6923076923077,0.18511242528276906,87.76923076923077,12.076668637289151,78.23076923076923,1.864136971948732,93.61538461538461,0.03800326804024248,87.6923076923077,17.93,635.8606088147238
상신브레이크,00129642,041650,0.3660299916235956,86.3076923076923,5.515031729224175,88.23076923076923,0.13473367377336493,92.23076923076923,21.88506905629976,61.84615384615385,2.870717176191025,86.84615384615384,0.024968789013732832,79.3076923076923,17.79,594.0863860426618
