,날짜,종가,전일비,시가,고가,저가,거래량,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
0,2024.05.07,25950.0,하락  150,26550.0,26850.0,25800.0,835224.0,0.0,0.0,,,,
1,2024.05.03,26100.0,상승  200,26200.0,26250.0,25500.0,585183.0,1.0,1.0,,,,
2,2024.05.02,25900.0,상승  750,25350.0,26350.0,25200.0,880502.0,2.0,2.0,,,,
3,2024.04.30,25150.0,하락  300,25950.0,26000.0,25100.0,669710.0,3.0,3.0,,,,
4,2024.04.29,25450.0,"상승  1,450",24150.0,25900.0,23800.0,1657974.0,4.0,4.0,0.0,0.0,0.0,
5,2024.04.26,24000.0,상승  300,23900.0,24200.0,23700.0,272922.0,5.0,5.0,1.0,1.0,1.0,
6,2024.04.25,23700.0,"하락  1,000",24650.0,24650.0,23700.0,487834.0,6.0,6.0,2.0,2.0,2.0,
7,2024.04.24,24700.0,상승  700,24450.0,24800.0,24100.0,483522.0,7.0,7.0,3.0,3.0,3.0,
8,2024.04.23,24000.0,하락  550,24650.0,25150.0,24000.0,548869.0,8.0,8.0,4.0,4.0,4.0,
9,2024.04.22,24550.0,상승  200,24500.0,24950.0,24150.0,424183.0,9.0,9.0,5.0,5.0,5.0,
10,2024.04.19,24350.0,하락  850,25100.0,25550.0,23650.0,708877.0,10.0,10.0,6.0,6.0,6.0,
11,2024.04.18,25200.0,"상승  1,300",24200.0,25600.0,24200.0,996973.0,11.0,11.0,7.0,7.0,7.0,
12,2024.04.17,23900.0,300.0,24100.0,24600.0,23800.0,468640.0,12.0,12.0,8.0,8.0,8.0,0.0
13,2024.04.16,24200.0,1250.0,25350.0,25350.0,24100.0,628562.0,13.0,13.0,9.0,9.0,9.0,1.0
14,2024.04.15,25450.0,950.0,24050.0,26900.0,23300.0,2970960.0,14.0,14.0,10.0,10.0,10.0,2.0
15,2024.04.12,24500.0,300.0,24250.0,25150.0,24250.0,551776.0,15.0,15.0,11.0,11.0,11.0,3.0
16,2024.04.11,24200.0,0.0,23750.0,24400.0,23700.0,332354.0,16.0,16.0,12.0,12.0,12.0,4.0
17,2024.04.09,24200.0,250.0,24300.0,25600.0,24150.0,703791.0,17.0,17.0,13.0,13.0,13.0,5.0
18,2024.04.08,24450.0,1300.0,25150.0,25500.0,24200.0,869225.0,18.0,18.0,14.0,14.0,14.0,6.0
19,2024.04.05,25750.0,100.0,26500.0,27300.0,25500.0,2589042.0,19.0,19.0,15.0,15.0,15.0,7.0
20,2024.04.04,25650.0,50.0,25650.0,26150.0,25150.0,1041240.0,20.0,20.0,16.0,16.0,16.0,8.0
21,2024.04.03,25600.0,950.0,26400.0,27600.0,25450.0,2418292.0,21.0,21.0,17.0,17.0,17.0,9.0
22,2024.04.02,26550.0,400.0,26200.0,26850.0,25000.0,2708962.0,22.0,22.0,18.0,18.0,18.0,10.0
23,2024.04.01,26150.0,2550.0,23700.0,28300.0,23700.0,9701712.0,23.0,23.0,19.0,19.0,19.0,11.0
24,2024.03.29,23600.0,350.0,23300.0,24150.0,23000.0,484683.0,24.0,24.0,20.0,20.0,20.0,12.0
25,2024.03.28,23250.0,700.0,23950.0,24000.0,23200.0,431612.0,25.0,25.0,21.0,21.0,21.0,13.0
26,2024.03.27,23950.0,500.0,23450.0,23950.0,22850.0,761566.0,26.0,26.0,22.0,22.0,22.0,14.0
27,2024.03.26,23450.0,400.0,23850.0,24100.0,23350.0,595464.0,27.0,27.0,23.0,23.0,23.0,15.0
28,2024.03.25,23850.0,400.0,24250.0,24300.0,23650.0,518046.0,28.0,28.0,24.0,24.0,24.0,16.0
29,2024.03.22,24250.0,350.0,24650.0,24800.0,24200.0,422801.0,29.0,29.0,25.0,25.0,25.0,17.0
30,2024.03.21,24600.0,300.0,24450.0,25150.0,24450.0,591520.0,30.0,30.0,26.0,26.0,26.0,18.0
31,2024.03.20,24300.0,650.0,24950.0,25000.0,24250.0,716188.0,31.0,31.0,27.0,27.0,27.0,19.0
32,2024.03.19,24950.0,1050.0,26100.0,26150.0,24750.0,782471.0,32.0,32.0,28.0,28.0,28.0,20.0
33,2024.03.18,26000.0,600.0,25950.0,26250.0,25400.0,700676.0,33.0,33.0,29.0,29.0,29.0,21.0
34,2024.03.15,25400.0,450.0,25500.0,25950.0,24900.0,684563.0,34.0,34.0,30.0,30.0,30.0,22.0
35,2024.03.14,25850.0,700.0,26750.0,26800.0,25400.0,1247353.0,35.0,35.0,31.0,31.0,31.0,23.0
36,2024.03.13,26550.0,1050.0,25450.0,27200.0,25350.0,2635959.0,36.0,36.0,32.0,32.0,32.0,24.0
37,2024.03.12,25500.0,850.0,23600.0,27450.0,23600.0,5236545.0,37.0,37.0,33.0,33.0,33.0,25.0
38,2024.03.11,24650.0,350.0,24050.0,25100.0,23600.0,780159.0,38.0,38.0,34.0,34.0,34.0,26.0
39,2024.03.08,24300.0,300.0,24500.0,24850.0,23850.0,792865.0,39.0,39.0,35.0,35.0,35.0,27.0
40,2024.03.07,24600.0,350.0,25400.0,25400.0,24150.0,719411.0,40.0,40.0,36.0,36.0,36.0,28.0
41,2024.03.06,24950.0,50.0,24800.0,25500.0,24550.0,593800.0,41.0,41.0,37.0,37.0,37.0,29.0
42,2024.03.05,25000.0,550.0,25100.0,27050.0,24500.0,1585211.0,42.0,42.0,38.0,38.0,38.0,30.0
43,2024.03.04,25550.0,550.0,26000.0,26450.0,25500.0,973525.0,43.0,43.0,39.0,39.0,39.0,31.0
44,2024.02.29,26100.0,1450.0,26700.0,26950.0,25650.0,1395819.0,44.0,44.0,40.0,40.0,40.0,32.0
45,2024.02.28,27550.0,1400.0,29100.0,29500.0,27000.0,1600566.0,45.0,45.0,41.0,41.0,41.0,33.0
46,2024.02.27,28950.0,1500.0,31150.0,31350.0,28900.0,1244909.0,46.0,46.0,42.0,42.0,42.0,34.0
47,2024.02.26,30450.0,1200.0,29250.0,31750.0,29200.0,2407554.0,47.0,47.0,43.0,43.0,43.0,35.0
48,2024.02.23,29250.0,400.0,30050.0,30100.0,29100.0,631923.0,48.0,48.0,44.0,44.0,44.0,36.0
49,2024.02.22,29650.0,200.0,29500.0,30100.0,29450.0,604137.0,49.0,49.0,45.0,45.0,45.0,37.0
50,2024.02.21,29450.0,600.0,29850.0,30250.0,29200.0,799616.0,50.0,50.0,46.0,46.0,46.0,38.0
51,2024.02.20,30050.0,300.0,30350.0,30350.0,29600.0,591738.0,51.0,51.0,47.0,47.0,47.0,39.0
52,2024.02.19,30350.0,50.0,30050.0,30750.0,29500.0,548919.0,52.0,52.0,48.0,48.0,48.0,40.0
53,2024.02.16,30300.0,650.0,31650.0,31850.0,30300.0,1002060.0,53.0,53.0,49.0,49.0,49.0,41.0
54,2024.02.15,30950.0,300.0,31100.0,31450.0,30250.0,927342.0,54.0,54.0,50.0,50.0,50.0,42.0
55,2024.02.14,30650.0,900.0,30750.0,30950.0,29700.0,1149130.0,55.0,55.0,51.0,51.0,51.0,43.0
56,2024.02.13,31550.0,1850.0,30000.0,31950.0,29650.0,2024650.0,56.0,56.0,52.0,52.0,52.0,44.0
57,2024.02.08,29700.0,250.0,30050.0,30250.0,29400.0,1082757.0,57.0,57.0,53.0,53.0,53.0,45.0
58,2024.02.07,29950.0,250.0,30600.0,31200.0,29700.0,1251327.0,58.0,58.0,54.0,54.0,54.0,46.0
59,2024.02.06,29700.0,650.0,29700.0,30650.0,28550.0,1463054.0,59.0,59.0,55.0,55.0,55.0,47.0
60,2024.02.05,30350.0,1650.0,31550.0,32000.0,30300.0,1166111.0,60.0,60.0,56.0,56.0,56.0,48.0
61,2024.02.02,32000.0,700.0,33950.0,34300.0,32000.0,1865344.0,61.0,61.0,57.0,57.0,57.0,49.0
62,2024.02.01,32700.0,1500.0,30800.0,32850.0,29650.0,2524770.0,62.0,62.0,58.0,58.0,58.0,50.0
63,2024.01.31,31200.0,0.0,31250.0,33250.0,30300.0,2627434.0,63.0,63.0,59.0,59.0,59.0,51.0
64,2024.01.30,31200.0,2650.0,29900.0,32750.0,28900.0,4817520.0,64.0,64.0,60.0,60.0,60.0,52.0
65,2024.01.29,28550.0,2900.0,32000.0,32250.0,28100.0,2248310.0,65.0,65.0,61.0,61.0,61.0,53.0
66,2024.01.26,31450.0,0.0,30550.0,32550.0,30150.0,2317728.0,66.0,66.0,62.0,62.0,62.0,54.0
67,2024.01.25,31450.0,2850.0,33700.0,33700.0,30850.0,3446111.0,67.0,67.0,63.0,63.0,63.0,55.0
68,2024.01.24,34300.0,700.0,35950.0,37300.0,33850.0,2610756.0,68.0,68.0,64.0,64.0,64.0,56.0
69,2024.01.23,35000.0,2800.0,36650.0,38950.0,34900.0,3483444.0,69.0,69.0,65.0,65.0,65.0,57.0
70,2024.01.22,37800.0,3750.0,40550.0,41050.0,37500.0,2834621.0,70.0,70.0,66.0,66.0,66.0,58.0
71,2024.01.19,41550.0,500.0,42000.0,42650.0,40000.0,2495461.0,71.0,71.0,67.0,67.0,67.0,59.0
72,2024.01.18,41050.0,2250.0,42500.0,44500.0,41000.0,2403206.0,72.0,72.0,68.0,68.0,68.0,60.0
73,2024.01.17,43300.0,2300.0,45100.0,45800.0,43300.0,2465536.0,73.0,73.0,69.0,69.0,69.0,61.0
74,2024.01.16,45600.0,400.0,45150.0,46700.0,44700.0,3068132.0,74.0,74.0,70.0,70.0,70.0,62.0
75,2024.01.15,46000.0,1350.0,45500.0,47750.0,44350.0,6577953.0,75.0,75.0,71.0,71.0,71.0,63.0
76,2024.01.12,44650.0,4750.0,38000.0,45450.0,38000.0,13746688.0,76.0,76.0,72.0,72.0,72.0,64.0
77,2024.01.11,39900.0,1900.0,42200.0,43300.0,39700.0,2958416.0,77.0,77.0,73.0,73.0,73.0,65.0
