,날짜,종가,전일비,시가,고가,저가,거래량,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
0,2024.05.07,2080.0,하락  10,2090.0,2090.0,2075.0,4346.0,,,,
1,2024.05.03,2090.0,보합0,2090.0,2105.0,2080.0,43360.0,,,,
2,2024.05.02,2090.0,하락  10,2090.0,2095.0,2070.0,12264.0,,,,
3,2024.04.30,2100.0,보합0,2105.0,2105.0,2095.0,2476.0,,,,
4,2024.04.29,2100.0,상승  5,2090.0,2105.0,2090.0,10128.0,0.0,0.0,0.0,
5,2024.04.26,2095.0,상승  5,2090.0,2095.0,2080.0,27467.0,1.0,1.0,1.0,
6,2024.04.25,2090.0,상승  15,2070.0,2090.0,2055.0,21875.0,2.0,2.0,2.0,
7,2024.04.24,2075.0,하락  5,2085.0,2085.0,2065.0,6587.0,3.0,3.0,3.0,
8,2024.04.23,2080.0,보합0,2070.0,2080.0,2065.0,2931.0,4.0,4.0,4.0,
9,2024.04.22,2080.0,보합0,2075.0,2080.0,2065.0,4002.0,5.0,5.0,5.0,
10,2024.04.19,2080.0,상승  10,2065.0,2085.0,2065.0,3257.0,6.0,6.0,6.0,
11,2024.04.18,2070.0,상승  5,2075.0,2080.0,2070.0,5581.0,7.0,7.0,7.0,
12,2024.04.17,2065.0,5.0,2070.0,2080.0,2065.0,13013.0,8.0,8.0,8.0,0.0
13,2024.04.16,2070.0,5.0,2070.0,2075.0,2060.0,10632.0,9.0,9.0,9.0,1.0
14,2024.04.15,2075.0,0.0,2065.0,2075.0,2060.0,17041.0,10.0,10.0,10.0,2.0
15,2024.04.12,2075.0,5.0,2070.0,2080.0,2070.0,7105.0,11.0,11.0,11.0,3.0
16,2024.04.11,2070.0,5.0,2060.0,2075.0,2060.0,4851.0,12.0,12.0,12.0,4.0
17,2024.04.09,2065.0,5.0,2075.0,2080.0,2065.0,12797.0,13.0,13.0,13.0,5.0
18,2024.04.08,2070.0,5.0,2080.0,2080.0,2055.0,13489.0,14.0,14.0,14.0,6.0
19,2024.04.05,2075.0,0.0,2070.0,2075.0,2065.0,8511.0,15.0,15.0,15.0,7.0
