,날짜,종가,전일비,시가,고가,저가,거래량
0,2024.04.17,27000.0,0.0,27000.0,27150.0,26750.0,44977.0
1,2024.04.16,27000.0,0.0,26700.0,27000.0,26150.0,57883.0
2,2024.04.15,27000.0,0.0,26750.0,27200.0,26500.0,37076.0
3,2024.04.12,27000.0,0.0,27000.0,27300.0,26800.0,49053.0
4,2024.04.11,27000.0,100.0,26900.0,27150.0,26550.0,24662.0
5,2024.04.09,27100.0,200.0,26650.0,27150.0,26650.0,28955.0
6,2024.04.08,26900.0,500.0,27500.0,27550.0,26850.0,36577.0
7,2024.04.05,27400.0,0.0,27050.0,27400.0,27000.0,61991.0
8,2024.04.04,27400.0,50.0,27350.0,27450.0,27050.0,34165.0
9,2024.04.03,27350.0,0.0,27300.0,27350.0,26750.0,44950.0
10,2024.04.02,27350.0,100.0,27200.0,27450.0,26900.0,46900.0
11,2024.04.01,27450.0,50.0,27150.0,27600.0,27000.0,100928.0
12,2024.03.29,27400.0,600.0,26550.0,27800.0,26350.0,65457.0
13,2024.03.28,26800.0,0.0,27050.0,27050.0,26500.0,33641.0
14,2024.03.27,26800.0,50.0,26850.0,26900.0,26650.0,23315.0
15,2024.03.26,26850.0,50.0,26800.0,27000.0,26600.0,40481.0
16,2024.03.25,26800.0,50.0,26700.0,27000.0,26500.0,48556.0
17,2024.03.22,26850.0,150.0,26800.0,26950.0,26150.0,61477.0
18,2024.03.21,26700.0,300.0,27000.0,27050.0,26450.0,83346.0
19,2024.03.20,27000.0,50.0,27150.0,27150.0,26650.0,31849.0
20,2024.03.19,27050.0,150.0,26600.0,27250.0,26600.0,65736.0
21,2024.03.18,26900.0,400.0,27250.0,27250.0,26700.0,57954.0
22,2024.03.15,27300.0,1000.0,26000.0,27600.0,26000.0,144901.0
23,2024.03.14,26300.0,150.0,25950.0,26400.0,25950.0,48963.0
24,2024.03.13,26150.0,300.0,26200.0,26300.0,25750.0,44176.0
25,2024.03.12,26450.0,150.0,26750.0,26750.0,25600.0,111023.0
26,2024.03.11,26600.0,1850.0,28300.0,28300.0,26150.0,210904.0
27,2024.03.08,28450.0,0.0,28550.0,29350.0,28200.0,169763.0
28,2024.03.07,28450.0,50.0,28600.0,28800.0,28150.0,99986.0
29,2024.03.06,28500.0,100.0,28250.0,28900.0,28100.0,63439.0
30,2024.03.05,28600.0,50.0,28350.0,28750.0,28000.0,94080.0
31,2024.03.04,28650.0,150.0,28900.0,28900.0,27850.0,91830.0
32,2024.02.29,28500.0,0.0,28200.0,28950.0,27950.0,63814.0
33,2024.02.28,28500.0,250.0,28150.0,28500.0,27700.0,54411.0
34,2024.02.27,28250.0,50.0,28150.0,28750.0,27600.0,72873.0
35,2024.02.26,28300.0,550.0,28350.0,28850.0,27200.0,137691.0
36,2024.02.23,28850.0,3000.0,31700.0,32150.0,28150.0,358958.0
37,2024.02.22,31850.0,550.0,32150.0,32900.0,31350.0,259359.0
38,2024.02.21,32400.0,400.0,32050.0,32700.0,31900.0,129861.0
39,2024.02.20,32000.0,550.0,31450.0,32100.0,31350.0,173458.0
40,2024.02.19,31450.0,850.0,30800.0,31500.0,30100.0,155789.0
41,2024.02.16,30600.0,1000.0,29600.0,30750.0,29400.0,145537.0
42,2024.02.15,29600.0,200.0,29450.0,29700.0,28900.0,88462.0
43,2024.02.14,29400.0,250.0,28900.0,29500.0,28600.0,85161.0
44,2024.02.13,29150.0,200.0,28850.0,29250.0,28700.0,96029.0
45,2024.02.08,28950.0,200.0,28650.0,29100.0,28600.0,65586.0
46,2024.02.07,28750.0,50.0,28650.0,29300.0,28500.0,69264.0
47,2024.02.06,28700.0,200.0,28350.0,28800.0,28050.0,97669.0
48,2024.02.05,28500.0,400.0,28150.0,28850.0,27950.0,93504.0
49,2024.02.02,28100.0,50.0,28450.0,28600.0,27800.0,121798.0
50,2024.02.01,28150.0,700.0,27400.0,28400.0,27000.0,134892.0
51,2024.01.31,27450.0,150.0,27550.0,27850.0,26850.0,101186.0
52,2024.01.30,27600.0,1200.0,26400.0,27850.0,26400.0,135018.0
53,2024.01.29,26400.0,350.0,25900.0,26500.0,25500.0,44701.0
54,2024.01.26,26050.0,400.0,25600.0,26250.0,25200.0,48569.0
55,2024.01.25,25650.0,150.0,25150.0,25700.0,24750.0,49980.0
56,2024.01.24,25500.0,150.0,25050.0,25500.0,24750.0,70616.0
57,2024.01.23,25350.0,350.0,24950.0,25800.0,24500.0,55046.0
58,2024.01.22,25000.0,200.0,25500.0,25500.0,24450.0,65132.0
59,2024.01.19,25200.0,600.0,24600.0,25350.0,24400.0,74790.0
60,2024.01.18,24600.0,650.0,25050.0,25200.0,24050.0,146299.0
61,2024.01.17,25250.0,950.0,26300.0,26300.0,24700.0,100584.0
62,2024.01.16,26200.0,300.0,25850.0,26300.0,25350.0,66685.0
63,2024.01.15,25900.0,1400.0,27000.0,27100.0,25900.0,125275.0
64,2024.01.12,27300.0,700.0,28000.0,28050.0,27100.0,111166.0
65,2024.01.11,28000.0,500.0,28300.0,28650.0,27550.0,76909.0
66,2024.01.10,28500.0,750.0,29250.0,29250.0,28100.0,139703.0
67,2024.01.09,29250.0,100.0,29600.0,29600.0,28950.0,79954.0
68,2024.01.08,29350.0,500.0,28950.0,29600.0,28800.0,143852.0
69,2024.01.05,28850.0,350.0,28250.0,28950.0,28250.0,80257.0
70,2024.01.04,28500.0,800.0,27900.0,28800.0,27100.0,121080.0
71,2024.01.03,27700.0,800.0,28450.0,28450.0,27250.0,107852.0
72,2024.01.02,28500.0,750.0,29250.0,29250.0,28250.0,101201.0
73,2023.12.28,29250.0,200.0,29200.0,29250.0,28700.0,48546.0
74,2023.12.27,29050.0,400.0,28900.0,29350.0,28800.0,91303.0
75,2023.12.26,29200.0,350.0,29750.0,29750.0,29100.0,311080.0
76,2023.12.22,29550.0,100.0,29500.0,29850.0,29150.0,195043.0
77,2023.12.21,29450.0,850.0,28400.0,29800.0,28050.0,272309.0
78,2023.12.20,28600.0,850.0,27800.0,28700.0,27700.0,166902.0
79,2023.12.19,27750.0,50.0,28000.0,28100.0,27450.0,102754.0
80,2023.12.18,27800.0,400.0,27750.0,28300.0,27350.0,218517.0
81,2023.12.15,27400.0,1900.0,29150.0,29250.0,27400.0,304554.0
82,2023.12.14,29300.0,150.0,29800.0,30250.0,29300.0,277073.0
83,2023.12.13,29450.0,1000.0,30500.0,30500.0,29450.0,179690.0
84,2023.12.12,30450.0,100.0,30550.0,30550.0,30000.0,143446.0
85,2023.12.11,30550.0,0.0,30700.0,30850.0,30400.0,181902.0
86,2023.12.08,30550.0,50.0,30600.0,30800.0,30250.0,105478.0
87,2023.12.07,30600.0,100.0,30250.0,30700.0,29450.0,112206.0
88,2023.12.06,30700.0,250.0,30600.0,31000.0,29000.0,279079.0
89,2023.12.05,30450.0,1200.0,31400.0,31950.0,30400.0,134167.0
90,2023.12.04,31650.0,200.0,31300.0,32300.0,31150.0,87195.0
91,2023.12.01,31450.0,100.0,31300.0,31850.0,30800.0,97709.0
92,2023.11.30,31350.0,550.0,30250.0,31350.0,29900.0,225541.0
93,2023.11.29,30800.0,900.0,31500.0,31700.0,30750.0,143896.0
94,2023.11.28,31700.0,250.0,31800.0,32000.0,30850.0,111869.0
95,2023.11.27,31950.0,450.0,32000.0,32150.0,29800.0,300995.0
96,2023.11.24,32400.0,0.0,32300.0,32500.0,31750.0,495751.0
97,2023.11.23,32400.0,0.0,32850.0,32950.0,32150.0,97256.0
98,2023.11.22,32400.0,100.0,32050.0,32500.0,31800.0,95625.0
99,2023.11.21,32300.0,600.0,31900.0,33000.0,31550.0,206645.0
100,2023.11.20,31700.0,200.0,31300.0,32100.0,31000.0,122300.0
101,2023.11.17,31500.0,100.0,31100.0,31550.0,30600.0,139854.0
102,2023.11.16,31400.0,800.0,30600.0,31600.0,30300.0,121897.0
103,2023.11.15,30600.0,2050.0,32800.0,32850.0,29600.0,566090.0
104,2023.11.14,32650.0,1650.0,31250.0,33150.0,31050.0,421935.0
105,2023.11.13,31000.0,0.0,31300.0,31550.0,30650.0,186716.0
106,2023.11.10,31000.0,350.0,30200.0,31000.0,29950.0,167538.0
107,2023.11.09,30650.0,300.0,30450.0,31450.0,30000.0,144260.0
108,2023.11.08,30350.0,100.0,30300.0,31000.0,30050.0,160337.0
109,2023.11.07,30250.0,250.0,30500.0,30500.0,28950.0,275444.0
110,2023.11.06,30500.0,550.0,30900.0,31200.0,29800.0,304499.0
111,2023.11.03,29950.0,350.0,29900.0,30450.0,29150.0,342011.0
112,2023.11.02,29600.0,1400.0,28550.0,29800.0,28350.0,251176.0
113,2023.11.01,28200.0,1750.0,26700.0,28250.0,26500.0,215299.0
114,2023.10.31,26450.0,600.0,26550.0,26750.0,25850.0,178567.0
115,2023.10.30,25850.0,1400.0,24700.0,27350.0,24400.0,414317.0
116,2023.10.27,24450.0,50.0,24400.0,24750.0,23800.0,155058.0
117,2023.10.26,24500.0,1550.0,25200.0,25700.0,24250.0,140698.0
118,2023.10.25,26050.0,50.0,26400.0,26600.0,25650.0,112727.0
119,2023.10.24,26100.0,600.0,25500.0,26150.0,24950.0,126790.0
120,2023.10.23,25500.0,1900.0,27400.0,27400.0,25400.0,181403.0
121,2023.10.20,27400.0,600.0,27500.0,27600.0,26000.0,208471.0
122,2023.10.19,28000.0,950.0,28250.0,28300.0,27150.0,147768.0
123,2023.10.18,28950.0,50.0,28800.0,29500.0,28600.0,100576.0
124,2023.10.17,29000.0,550.0,28100.0,29150.0,28050.0,106784.0
125,2023.10.16,28450.0,100.0,28450.0,28450.0,26950.0,172261.0
126,2023.10.13,28550.0,850.0,29500.0,29900.0,27700.0,230341.0
127,2023.10.12,29400.0,400.0,29250.0,29700.0,28950.0,323656.0
128,2023.10.11,29000.0,1250.0,27950.0,29000.0,27850.0,191125.0
129,2023.10.10,27750.0,700.0,28450.0,28900.0,27350.0,186459.0
130,2023.10.06,28450.0,900.0,27400.0,28550.0,27200.0,200520.0
131,2023.10.05,27550.0,1150.0,26550.0,27850.0,26450.0,221706.0
132,2023.10.04,26400.0,1200.0,26800.0,27200.0,26000.0,149628.0
133,2023.09.27,27600.0,300.0,26900.0,27750.0,24600.0,186211.0
134,2023.09.26,27300.0,1450.0,28550.0,28850.0,27200.0,146814.0
135,2023.09.25,28750.0,450.0,28950.0,29400.0,27300.0,357255.0
136,2023.09.22,29200.0,300.0,28950.0,29200.0,27900.0,251959.0
137,2023.09.21,29500.0,850.0,29700.0,30800.0,27800.0,868084.0
138,2023.09.20,28650.0,1400.0,27300.0,28850.0,27100.0,546182.0
139,2023.09.19,27250.0,1950.0,25300.0,28300.0,24950.0,939103.0
140,2023.09.18,25300.0,100.0,25050.0,25850.0,25000.0,242068.0
141,2023.09.15,25400.0,2750.0,22550.0,25500.0,22550.0,806424.0
142,2023.09.14,22650.0,250.0,22100.0,23100.0,21500.0,154184.0
143,2023.09.13,22400.0,1550.0,23900.0,23900.0,22200.0,191602.0
144,2023.09.12,23950.0,0.0,23750.0,24000.0,23350.0,104242.0
145,2023.09.11,23950.0,350.0,23900.0,24200.0,23300.0,174551.0
146,2023.09.08,23600.0,200.0,23100.0,23700.0,23100.0,71693.0
147,2023.09.07,23400.0,750.0,24250.0,24250.0,23000.0,189917.0
148,2023.09.06,24150.0,500.0,23700.0,24650.0,23450.0,247829.0
149,2023.09.05,23650.0,50.0,23500.0,23700.0,23300.0,82757.0
150,2023.09.04,23600.0,450.0,23150.0,23750.0,22900.0,110730.0
151,2023.09.01,23150.0,400.0,23500.0,23500.0,22900.0,106541.0
152,2023.08.31,23550.0,200.0,23800.0,23950.0,23000.0,182943.0
153,2023.08.30,23750.0,1800.0,22400.0,24000.0,22300.0,460684.0
154,2023.08.29,21950.0,800.0,21350.0,22000.0,21300.0,100840.0
155,2023.08.28,21150.0,100.0,21150.0,21200.0,20900.0,31440.0
156,2023.08.25,21050.0,350.0,20300.0,21150.0,20300.0,53557.0
157,2023.08.24,20700.0,150.0,20500.0,20800.0,20400.0,45866.0
158,2023.08.23,20550.0,150.0,20400.0,20700.0,19960.0,44193.0
159,2023.08.22,20400.0,300.0,20500.0,20850.0,20200.0,51060.0
160,2023.08.21,20100.0,290.0,19760.0,20300.0,19750.0,39693.0
161,2023.08.18,19810.0,240.0,19620.0,20100.0,19620.0,53781.0
162,2023.08.17,20050.0,50.0,19800.0,20350.0,19250.0,89628.0
163,2023.08.16,20000.0,1200.0,20850.0,21200.0,20000.0,125619.0
164,2023.08.14,21200.0,550.0,21800.0,21800.0,21100.0,43890.0
165,2023.08.11,21750.0,100.0,21650.0,21850.0,21450.0,50029.0
166,2023.08.10,21650.0,100.0,21650.0,21900.0,21100.0,75217.0
167,2023.08.09,21550.0,1300.0,20300.0,21550.0,20150.0,99375.0
168,2023.08.08,20250.0,200.0,20500.0,20600.0,20100.0,70485.0
169,2023.08.07,20450.0,750.0,21200.0,21200.0,20300.0,102379.0
170,2023.08.04,21200.0,100.0,21500.0,21550.0,20950.0,78515.0
171,2023.08.03,21100.0,500.0,21550.0,21600.0,20750.0,109906.0
172,2023.08.02,21600.0,650.0,21850.0,22200.0,21450.0,132064.0
173,2023.08.01,22250.0,150.0,22550.0,22600.0,21900.0,127238.0
174,2023.07.31,22400.0,350.0,22150.0,22750.0,22050.0,143479.0
175,2023.07.28,22050.0,150.0,21800.0,22300.0,21400.0,165354.0
176,2023.07.27,21900.0,850.0,22800.0,23300.0,21750.0,173376.0
177,2023.07.26,22750.0,2250.0,24950.0,24950.0,21550.0,493974.0
178,2023.07.25,25000.0,600.0,25150.0,25300.0,24550.0,384149.0
179,2023.07.24,24400.0,100.0,24250.0,24950.0,23900.0,242238.0
180,2023.07.21,24300.0,150.0,23800.0,24400.0,23750.0,121436.0
181,2023.07.20,24150.0,700.0,25000.0,25000.0,23750.0,204117.0
182,2023.07.19,24850.0,50.0,25250.0,25350.0,24350.0,230184.0
183,2023.07.18,24900.0,250.0,25200.0,25950.0,24400.0,455876.0
184,2023.07.17,25150.0,700.0,25000.0,25350.0,24500.0,401547.0
185,2023.07.14,24450.0,2950.0,21800.0,25700.0,21800.0,1496655.0
186,2023.07.13,21500.0,200.0,21900.0,21950.0,21400.0,75481.0
187,2023.07.12,21700.0,700.0,21050.0,22000.0,20950.0,143088.0
188,2023.07.11,21000.0,550.0,20600.0,21000.0,20450.0,79241.0
189,2023.07.10,20450.0,200.0,20250.0,20650.0,19870.0,101049.0
190,2023.07.07,20250.0,100.0,20150.0,20550.0,20050.0,63156.0
191,2023.07.06,20150.0,750.0,20900.0,20900.0,20000.0,144040.0
192,2023.07.05,20900.0,150.0,21100.0,21300.0,20900.0,66883.0
193,2023.07.04,21050.0,350.0,21500.0,21550.0,20900.0,78894.0
194,2023.07.03,21400.0,300.0,21450.0,21500.0,21100.0,67752.0
195,2023.06.30,21100.0,150.0,20950.0,21150.0,20650.0,50878.0
196,2023.06.29,20950.0,150.0,21100.0,21450.0,20800.0,53577.0
197,2023.06.28,21100.0,250.0,21550.0,21800.0,20950.0,90672.0
198,2023.06.27,21350.0,500.0,21750.0,21850.0,21000.0,123304.0
199,2023.06.26,21850.0,300.0,22150.0,22200.0,21750.0,122349.0
200,2023.06.23,22150.0,200.0,21900.0,22450.0,21900.0,82478.0
201,2023.06.22,21950.0,300.0,21950.0,22400.0,21900.0,98502.0
202,2023.06.21,22250.0,650.0,22900.0,23250.0,22100.0,193202.0
203,2023.06.20,22900.0,50.0,22900.0,23200.0,22600.0,165211.0
204,2023.06.19,22850.0,600.0,22250.0,22950.0,22250.0,173402.0
205,2023.06.16,22250.0,400.0,22850.0,22850.0,22000.0,137570.0
206,2023.06.15,22650.0,750.0,22100.0,23450.0,22100.0,296162.0
207,2023.06.14,21900.0,1250.0,23300.0,23300.0,21850.0,251026.0
208,2023.06.13,23150.0,800.0,22850.0,23750.0,22100.0,385932.0
209,2023.06.12,22350.0,1050.0,21550.0,22650.0,21550.0,415197.0
210,2023.06.09,21300.0,250.0,21200.0,21650.0,21100.0,75223.0
211,2023.06.08,21050.0,300.0,21350.0,21350.0,20900.0,87761.0
212,2023.06.07,21350.0,50.0,21400.0,21700.0,21050.0,94848.0
213,2023.06.05,21400.0,300.0,21400.0,21600.0,20950.0,91663.0
214,2023.06.02,21100.0,600.0,20600.0,21400.0,20500.0,154889.0
215,2023.06.01,20500.0,400.0,21000.0,21150.0,20350.0,92496.0
216,2023.05.31,20900.0,500.0,20150.0,21000.0,20050.0,368756.0
217,2023.05.30,20400.0,400.0,20100.0,20400.0,19840.0,128982.0
218,2023.05.26,20000.0,250.0,20250.0,20300.0,19800.0,71356.0
219,2023.05.25,20250.0,550.0,20800.0,20800.0,20050.0,77340.0
220,2023.05.24,20800.0,200.0,20650.0,21000.0,20500.0,71790.0
221,2023.05.23,20600.0,400.0,20450.0,21100.0,20200.0,147745.0
