,날짜,종가,전일비,시가,고가,저가,거래량,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
0,2024.05.07,55100.0,하락  500,55600.0,57200.0,54200.0,568454.0,,,,
1,2024.05.03,55600.0,"하락  5,400",60200.0,60300.0,55600.0,914793.0,,,,
2,2024.05.02,61000.0,"하락  6,900",67000.0,67500.0,58400.0,1325618.0,,,,
3,2024.04.30,339500.0,보합0,0.0,0.0,0.0,0.0,,,,
4,2024.04.29,339500.0,보합0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5,2024.04.26,339500.0,보합0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,
6,2024.04.25,339500.0,보합0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,
7,2024.04.24,339500.0,보합0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,
8,2024.04.23,339500.0,보합0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,
9,2024.04.22,339500.0,"상승  19,000",328000.0,344000.0,325000.0,219559.0,5.0,5.0,5.0,
10,2024.04.19,320500.0,"상승  3,500",316500.0,331000.0,312500.0,161553.0,6.0,6.0,6.0,
11,2024.04.18,317000.0,"상승  22,000",295500.0,320500.0,295500.0,108876.0,7.0,7.0,7.0,
12,2024.04.17,295000.0,1000.0,300000.0,310500.0,292500.0,86398.0,8.0,8.0,8.0,0.0
13,2024.04.16,296000.0,23000.0,319000.0,322000.0,293500.0,98032.0,9.0,9.0,9.0,1.0
14,2024.04.15,319000.0,1500.0,312500.0,326000.0,310000.0,73797.0,10.0,10.0,10.0,2.0
15,2024.04.12,320500.0,3500.0,325000.0,326500.0,315000.0,69077.0,11.0,11.0,11.0,3.0
16,2024.04.11,317000.0,500.0,309000.0,333500.0,301500.0,155027.0,12.0,12.0,12.0,4.0
17,2024.04.09,316500.0,24500.0,292000.0,319500.0,286500.0,126333.0,13.0,13.0,13.0,5.0
18,2024.04.08,292000.0,19000.0,308000.0,308000.0,281000.0,165635.0,14.0,14.0,14.0,6.0
19,2024.04.05,311000.0,1500.0,312000.0,321000.0,300500.0,121093.0,15.0,15.0,15.0,7.0
20,2024.04.04,312500.0,8000.0,322000.0,327000.0,311500.0,130748.0,16.0,16.0,16.0,8.0
21,2024.04.03,320500.0,14500.0,306000.0,323500.0,297500.0,305321.0,17.0,17.0,17.0,9.0
22,2024.04.02,306000.0,13000.0,312500.0,325500.0,302500.0,196355.0,18.0,18.0,18.0,10.0
23,2024.04.01,319000.0,12000.0,322000.0,331000.0,314000.0,216210.0,19.0,19.0,19.0,11.0
24,2024.03.29,331000.0,33000.0,359000.0,359000.0,328000.0,274631.0,20.0,20.0,20.0,12.0
25,2024.03.28,364000.0,8500.0,375500.0,378500.0,360500.0,125451.0,21.0,21.0,21.0,13.0
26,2024.03.27,372500.0,500.0,373500.0,382500.0,365500.0,137352.0,22.0,22.0,22.0,14.0
27,2024.03.26,373000.0,5000.0,383500.0,384000.0,369500.0,142073.0,23.0,23.0,23.0,15.0
28,2024.03.25,378000.0,8500.0,382000.0,393000.0,375500.0,143052.0,24.0,24.0,24.0,16.0
29,2024.03.22,386500.0,17000.0,373000.0,391500.0,364000.0,218215.0,25.0,25.0,25.0,17.0
30,2024.03.21,369500.0,13000.0,385500.0,390000.0,367000.0,206758.0,26.0,26.0,26.0,18.0
