,날짜,종가,전일비,시가,고가,저가,거래량
0,2024.04.17,20050.0,50.0,20550.0,20550.0,20050.0,3382.0
1,2024.04.16,20000.0,200.0,20550.0,20550.0,20000.0,3251.0
2,2024.04.15,20200.0,710.0,19390.0,21200.0,19390.0,6225.0
3,2024.04.12,19490.0,240.0,19250.0,19620.0,19250.0,777.0
4,2024.04.11,19250.0,220.0,19370.0,19370.0,19100.0,3136.0
5,2024.04.09,19470.0,20.0,19400.0,19510.0,19400.0,3415.0
6,2024.04.08,19450.0,120.0,19480.0,19480.0,19430.0,3043.0
7,2024.04.05,19570.0,0.0,19570.0,19580.0,19510.0,848.0
8,2024.04.04,19570.0,90.0,19660.0,19990.0,19560.0,998.0
9,2024.04.03,19660.0,90.0,19680.0,19680.0,19650.0,2945.0
10,2024.04.02,19750.0,100.0,19680.0,19840.0,19680.0,4467.0
11,2024.04.01,19850.0,150.0,19850.0,19940.0,19850.0,3850.0
12,2024.03.29,20000.0,300.0,20300.0,20300.0,20000.0,1908.0
13,2024.03.28,20300.0,300.0,20200.0,20300.0,20000.0,1753.0
14,2024.03.27,20000.0,50.0,20000.0,20050.0,20000.0,3038.0
15,2024.03.26,20050.0,150.0,20300.0,20300.0,20000.0,3878.0
16,2024.03.25,20200.0,50.0,20000.0,20600.0,20000.0,6107.0
17,2024.03.22,20150.0,450.0,20800.0,20800.0,20050.0,5338.0
18,2024.03.21,20600.0,0.0,20900.0,20900.0,20600.0,3846.0
19,2024.03.20,20600.0,400.0,21550.0,21550.0,20550.0,5158.0
20,2024.03.19,21000.0,700.0,21700.0,21700.0,21000.0,7230.0
21,2024.03.18,21700.0,600.0,22150.0,22350.0,21700.0,7281.0
22,2024.03.15,22300.0,300.0,22550.0,22550.0,22100.0,2246.0
23,2024.03.14,22600.0,300.0,22100.0,22600.0,22100.0,2328.0
24,2024.03.13,22300.0,500.0,22550.0,22600.0,22300.0,7690.0
25,2024.03.12,22800.0,800.0,23600.0,23600.0,22600.0,7178.0
26,2024.03.11,23600.0,550.0,24100.0,24100.0,23600.0,4848.0
27,2024.03.08,24150.0,150.0,24350.0,24350.0,23850.0,2067.0
28,2024.03.07,24000.0,150.0,24000.0,24350.0,24000.0,3376.0
29,2024.03.06,24150.0,100.0,24250.0,24250.0,23800.0,5884.0
30,2024.03.05,24250.0,2150.0,25600.0,25600.0,24250.0,17813.0
31,2024.03.04,26400.0,500.0,26850.0,28150.0,26400.0,7335.0
32,2024.02.29,26900.0,0.0,26900.0,26900.0,25850.0,5008.0
33,2024.02.28,26900.0,2700.0,25300.0,27900.0,25300.0,19212.0
34,2024.02.27,24200.0,550.0,24700.0,24950.0,24200.0,2232.0
35,2024.02.26,24750.0,600.0,25000.0,25000.0,24500.0,3549.0
36,2024.02.23,25350.0,350.0,25600.0,25600.0,25000.0,4646.0
37,2024.02.22,25000.0,50.0,24950.0,25700.0,24950.0,2863.0
38,2024.02.21,24950.0,350.0,25100.0,25100.0,24600.0,5983.0
39,2024.02.20,25300.0,100.0,25500.0,25750.0,25200.0,4845.0
40,2024.02.19,25200.0,1650.0,26050.0,26050.0,25150.0,9465.0
41,2024.02.16,26850.0,450.0,26400.0,27250.0,26350.0,2483.0
42,2024.02.15,26400.0,800.0,27200.0,27200.0,26350.0,4307.0
43,2024.02.14,27200.0,1250.0,28200.0,28200.0,27000.0,3972.0
44,2024.02.13,28450.0,1450.0,28500.0,28500.0,27850.0,6698.0
45,2024.02.08,27000.0,950.0,26600.0,27000.0,26150.0,2259.0
