,날짜,종가,전일비,시가,고가,저가,거래량,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
0,2024.05.07,8270.0,하락  120,8390.0,8450.0,8240.0,39721.0,,,,
1,2024.05.03,8390.0,상승  80,8460.0,8750.0,8290.0,59848.0,,,,
2,2024.05.02,8310.0,하락  90,8320.0,8460.0,8250.0,19912.0,,,,
3,2024.04.30,8400.0,하락  140,8580.0,8580.0,8390.0,21281.0,,,,
4,2024.04.29,8540.0,상승  40,8580.0,8600.0,8410.0,39120.0,0.0,0.0,0.0,
5,2024.04.26,8500.0,상승  190,8310.0,8570.0,8210.0,26758.0,1.0,1.0,1.0,
6,2024.04.25,8310.0,하락  60,8320.0,8650.0,8190.0,26462.0,2.0,2.0,2.0,
7,2024.04.24,8370.0,상승  70,8320.0,8600.0,8290.0,66406.0,3.0,3.0,3.0,
8,2024.04.23,8300.0,상승  400,7910.0,8380.0,7830.0,90255.0,4.0,4.0,4.0,
9,2024.04.22,7900.0,상승  210,7590.0,8050.0,7550.0,69023.0,5.0,5.0,5.0,
10,2024.04.19,7690.0,상승  180,7360.0,8090.0,7310.0,174482.0,6.0,6.0,6.0,
11,2024.04.18,7510.0,상승  510,7000.0,7600.0,6930.0,82200.0,7.0,7.0,7.0,
12,2024.04.17,7000.0,50.0,7050.0,7140.0,6960.0,27838.0,8.0,8.0,8.0,0.0
13,2024.04.16,7050.0,240.0,7240.0,7240.0,6920.0,88484.0,9.0,9.0,9.0,1.0
14,2024.04.15,7290.0,180.0,7310.0,7580.0,7240.0,52066.0,10.0,10.0,10.0,2.0
15,2024.04.12,7470.0,100.0,7670.0,7670.0,7440.0,39875.0,11.0,11.0,11.0,3.0
16,2024.04.11,7570.0,160.0,7730.0,7990.0,7570.0,40351.0,12.0,12.0,12.0,4.0
17,2024.04.09,7730.0,90.0,7820.0,7890.0,7700.0,29831.0,13.0,13.0,13.0,5.0
18,2024.04.08,7820.0,140.0,8030.0,8030.0,7610.0,75562.0,14.0,14.0,14.0,6.0
19,2024.04.05,7960.0,210.0,8390.0,8390.0,7950.0,58305.0,15.0,15.0,15.0,7.0
20,2024.04.04,8170.0,40.0,8340.0,8340.0,8120.0,53191.0,16.0,16.0,16.0,8.0
21,2024.04.03,8210.0,80.0,8210.0,8790.0,8210.0,169882.0,17.0,17.0,17.0,9.0
22,2024.04.02,8290.0,100.0,8390.0,8480.0,8230.0,30851.0,18.0,18.0,18.0,10.0
23,2024.04.01,8390.0,160.0,8170.0,8400.0,8170.0,36280.0,19.0,19.0,19.0,11.0
24,2024.03.29,8230.0,200.0,8430.0,8500.0,8200.0,43504.0,20.0,20.0,20.0,12.0
25,2024.03.28,8430.0,160.0,8550.0,8590.0,8370.0,43471.0,21.0,21.0,21.0,13.0
26,2024.03.27,8590.0,140.0,8500.0,9340.0,8300.0,293500.0,22.0,22.0,22.0,14.0
