,날짜,종가,전일비,시가,고가,저가,거래량,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
0,2024.05.07,18640.0,상승  90,18570.0,19200.0,18490.0,163317.0,0.0,0.0,,,,
1,2024.05.03,18550.0,하락  240,18860.0,18860.0,18390.0,92997.0,1.0,1.0,,,,
2,2024.05.02,18790.0,상승  570,18300.0,18920.0,17960.0,199857.0,2.0,2.0,,,,
3,2024.04.30,18220.0,하락  500,18720.0,18800.0,18170.0,207023.0,3.0,3.0,,,,
4,2024.04.29,18720.0,상승  880,18400.0,19460.0,18020.0,715449.0,4.0,4.0,0.0,0.0,0.0,
5,2024.04.26,17840.0,상승  400,17320.0,17840.0,17260.0,84330.0,5.0,5.0,1.0,1.0,1.0,
6,2024.04.25,17440.0,하락  410,17800.0,17800.0,17260.0,93797.0,6.0,6.0,2.0,2.0,2.0,
7,2024.04.24,17850.0,상승  330,17660.0,17970.0,17240.0,126617.0,7.0,7.0,3.0,3.0,3.0,
8,2024.04.23,17520.0,상승  320,17390.0,18040.0,17250.0,132908.0,8.0,8.0,4.0,4.0,4.0,
9,2024.04.22,17200.0,하락  60,17280.0,17510.0,17020.0,51295.0,9.0,9.0,5.0,5.0,5.0,
10,2024.04.19,17260.0,하락  60,17400.0,17550.0,16830.0,86101.0,10.0,10.0,6.0,6.0,6.0,
11,2024.04.18,17320.0,상승  220,17100.0,17590.0,17100.0,51688.0,11.0,11.0,7.0,7.0,7.0,
12,2024.04.17,17100.0,80.0,17310.0,17670.0,17100.0,63868.0,12.0,12.0,8.0,8.0,8.0,0.0
13,2024.04.16,17180.0,590.0,17780.0,17840.0,17150.0,99179.0,13.0,13.0,9.0,9.0,9.0,1.0
14,2024.04.15,17770.0,200.0,17970.0,17990.0,17390.0,82501.0,14.0,14.0,10.0,10.0,10.0,2.0
15,2024.04.12,17970.0,210.0,18200.0,18540.0,17880.0,69960.0,15.0,15.0,11.0,11.0,11.0,3.0
16,2024.04.11,18180.0,30.0,18000.0,18250.0,17760.0,47978.0,16.0,16.0,12.0,12.0,12.0,4.0
17,2024.04.09,18150.0,10.0,18330.0,18400.0,18090.0,74687.0,17.0,17.0,13.0,13.0,13.0,5.0
18,2024.04.08,18140.0,530.0,18670.0,18800.0,18110.0,84449.0,18.0,18.0,14.0,14.0,14.0,6.0
19,2024.04.05,18670.0,560.0,19120.0,19120.0,18620.0,89194.0,19.0,19.0,15.0,15.0,15.0,7.0
