,날짜,종가,전일비,시가,고가,저가,거래량
0,2024.04.17,7080.0,30.0,7050.0,7230.0,7050.0,48184.0
1,2024.04.16,7110.0,290.0,7320.0,7340.0,7060.0,101608.0
2,2024.04.15,7400.0,280.0,7550.0,7600.0,7350.0,74500.0
3,2024.04.12,7680.0,240.0,7890.0,7920.0,7680.0,73648.0
4,2024.04.11,7920.0,410.0,7590.0,8030.0,7520.0,237958.0
5,2024.04.09,7510.0,150.0,7660.0,7770.0,7510.0,78630.0
6,2024.04.08,7660.0,250.0,7850.0,7910.0,7610.0,94573.0
7,2024.04.05,7910.0,140.0,7760.0,8090.0,7750.0,96651.0
8,2024.04.04,7770.0,160.0,8050.0,8050.0,7740.0,59903.0
9,2024.04.03,7930.0,20.0,7950.0,8060.0,7860.0,63830.0
10,2024.04.02,7950.0,110.0,8200.0,8200.0,7900.0,69268.0
11,2024.04.01,8060.0,280.0,7840.0,8090.0,7790.0,90799.0
12,2024.03.29,7780.0,30.0,7680.0,7850.0,7680.0,51452.0
13,2024.03.28,7750.0,110.0,7870.0,7900.0,7750.0,58758.0
14,2024.03.27,7860.0,30.0,7830.0,8030.0,7810.0,61431.0
15,2024.03.26,7830.0,50.0,7710.0,7920.0,7710.0,50687.0
16,2024.03.25,7780.0,10.0,7770.0,7860.0,7680.0,53487.0
17,2024.03.22,7770.0,70.0,7670.0,8000.0,7650.0,57442.0
18,2024.03.21,7700.0,10.0,7840.0,7840.0,7700.0,59222.0
19,2024.03.20,7710.0,130.0,7840.0,7900.0,7670.0,63395.0
20,2024.03.19,7840.0,190.0,7960.0,8080.0,7840.0,45656.0
21,2024.03.18,8030.0,0.0,8030.0,8100.0,7920.0,58469.0
22,2024.03.15,8030.0,220.0,8190.0,8230.0,8030.0,42522.0
23,2024.03.14,8250.0,10.0,8390.0,8390.0,8120.0,72640.0
24,2024.03.13,8240.0,360.0,7970.0,8330.0,7880.0,147465.0
25,2024.03.12,7880.0,90.0,7720.0,7910.0,7700.0,57905.0
26,2024.03.11,7790.0,240.0,7550.0,7880.0,7500.0,86534.0
27,2024.03.08,7550.0,40.0,7590.0,7650.0,7500.0,71014.0
28,2024.03.07,7590.0,100.0,7680.0,7750.0,7480.0,108574.0
29,2024.03.06,7690.0,20.0,7710.0,7850.0,7670.0,55702.0
30,2024.03.05,7710.0,270.0,7860.0,8050.0,7710.0,139606.0
31,2024.03.04,7980.0,90.0,8090.0,8170.0,7950.0,115617.0
32,2024.02.29,8070.0,120.0,8130.0,8270.0,8020.0,65272.0
33,2024.02.28,8190.0,150.0,8040.0,8290.0,8000.0,80229.0
34,2024.02.27,8040.0,230.0,8260.0,8260.0,8020.0,88837.0
35,2024.02.26,8270.0,90.0,8260.0,8480.0,8210.0,108021.0
36,2024.02.23,8180.0,60.0,8300.0,8530.0,8180.0,164092.0
37,2024.02.22,8240.0,70.0,8310.0,8320.0,8220.0,91575.0
38,2024.02.21,8310.0,130.0,8550.0,8550.0,8310.0,87795.0
39,2024.02.20,8440.0,20.0,8460.0,8510.0,8300.0,75176.0
40,2024.02.19,8460.0,160.0,8300.0,8670.0,8300.0,131782.0
41,2024.02.16,8300.0,120.0,8500.0,8500.0,8300.0,75531.0
42,2024.02.15,8420.0,120.0,8300.0,8510.0,8270.0,84120.0
43,2024.02.14,8300.0,30.0,8180.0,8330.0,8180.0,65195.0
