,날짜,종가,전일비,시가,고가,저가,거래량
0,2024.04.17,19910.0,640.0,20150.0,20450.0,19910.0,6488.0
1,2024.04.16,20550.0,0.0,20650.0,20800.0,19900.0,7406.0
2,2024.04.15,20550.0,450.0,20400.0,21000.0,20400.0,5278.0
3,2024.04.12,21000.0,450.0,21500.0,21800.0,20900.0,7843.0
4,2024.04.11,21450.0,200.0,21650.0,21750.0,21350.0,3919.0
5,2024.04.09,21650.0,300.0,21400.0,22000.0,21350.0,9597.0
6,2024.04.08,21350.0,450.0,21800.0,21900.0,21250.0,7117.0
7,2024.04.05,21800.0,200.0,22100.0,22100.0,21200.0,3642.0
8,2024.04.04,22000.0,200.0,21800.0,22050.0,21750.0,2726.0
9,2024.04.03,21800.0,350.0,22300.0,22700.0,21600.0,14144.0
10,2024.04.02,22150.0,500.0,22600.0,22600.0,22000.0,6322.0
11,2024.04.01,22650.0,200.0,22500.0,22750.0,22150.0,8284.0
12,2024.03.29,22450.0,350.0,22050.0,22900.0,22050.0,10279.0
13,2024.03.28,22100.0,300.0,22100.0,23450.0,22050.0,27320.0
14,2024.03.27,21800.0,0.0,21800.0,22050.0,21500.0,3423.0
15,2024.03.26,21800.0,100.0,22200.0,22200.0,21500.0,2708.0
16,2024.03.25,21900.0,100.0,22200.0,22200.0,21400.0,3111.0
17,2024.03.22,22000.0,400.0,22100.0,22150.0,21700.0,4480.0
18,2024.03.21,21600.0,200.0,21800.0,21800.0,21450.0,4345.0
19,2024.03.20,21400.0,200.0,21600.0,21600.0,21400.0,3429.0
20,2024.03.19,21600.0,50.0,21100.0,21800.0,21100.0,2601.0
21,2024.03.18,21550.0,150.0,21900.0,21900.0,21200.0,4336.0
22,2024.03.15,21700.0,250.0,21950.0,22200.0,21600.0,5154.0
23,2024.03.14,21950.0,150.0,21800.0,22000.0,21600.0,2565.0
24,2024.03.13,21800.0,200.0,21800.0,22100.0,21750.0,3443.0
25,2024.03.12,22000.0,0.0,22100.0,22250.0,21750.0,5967.0
26,2024.03.11,22000.0,150.0,22150.0,22350.0,21900.0,6799.0
27,2024.03.08,22150.0,200.0,22050.0,22300.0,21850.0,4557.0
28,2024.03.07,21950.0,150.0,21800.0,21950.0,20400.0,5026.0
29,2024.03.06,21800.0,300.0,22100.0,22250.0,21200.0,5709.0
30,2024.03.05,22100.0,200.0,22100.0,22550.0,22050.0,4868.0
31,2024.03.04,22300.0,150.0,22450.0,22500.0,22000.0,6615.0
32,2024.02.29,22450.0,50.0,22500.0,22650.0,22000.0,4175.0
33,2024.02.28,22500.0,550.0,22300.0,22650.0,21800.0,5971.0
34,2024.02.27,21950.0,100.0,21750.0,22200.0,21750.0,5424.0
35,2024.02.26,21850.0,250.0,22200.0,22200.0,21700.0,19140.0
36,2024.02.23,22100.0,1100.0,22800.0,22800.0,21800.0,25102.0
37,2024.02.22,23200.0,500.0,23850.0,23850.0,22400.0,16814.0
38,2024.02.21,23700.0,100.0,23950.0,23950.0,23600.0,4500.0
39,2024.02.20,23800.0,150.0,23950.0,23950.0,23600.0,3799.0
40,2024.02.19,23950.0,100.0,23600.0,24100.0,23400.0,9644.0
