,날짜,종가,전일비,시가,고가,저가,거래량,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
0,2024.05.07,3580.0,상승  50,3535.0,3605.0,3530.0,27951.0,0.0,0.0,,,,
1,2024.05.03,3530.0,하락  45,3595.0,3610.0,3530.0,87411.0,1.0,1.0,,,,
2,2024.05.02,3575.0,상승  75,3520.0,3850.0,3465.0,341132.0,2.0,2.0,,,,
3,2024.04.30,3500.0,상승  5,3465.0,3530.0,3440.0,39458.0,3.0,3.0,,,,
4,2024.04.29,3495.0,상승  85,3380.0,3495.0,3375.0,49702.0,4.0,4.0,0.0,0.0,0.0,
5,2024.04.26,3410.0,상승  30,3440.0,3460.0,3355.0,43520.0,5.0,5.0,1.0,1.0,1.0,
6,2024.04.25,3380.0,상승  15,3365.0,3500.0,3310.0,70779.0,6.0,6.0,2.0,2.0,2.0,
7,2024.04.24,3365.0,상승  55,3315.0,3375.0,3315.0,36046.0,7.0,7.0,3.0,3.0,3.0,
8,2024.04.23,3310.0,하락  40,3345.0,3375.0,3285.0,44810.0,8.0,8.0,4.0,4.0,4.0,
9,2024.04.22,3350.0,상승  60,3350.0,3510.0,3260.0,84811.0,9.0,9.0,5.0,5.0,5.0,
10,2024.04.19,3290.0,하락  110,3370.0,3395.0,3200.0,131058.0,10.0,10.0,6.0,6.0,6.0,
11,2024.04.18,3400.0,하락  10,3410.0,3500.0,3340.0,140412.0,11.0,11.0,7.0,7.0,7.0,
12,2024.04.17,3410.0,255.0,3160.0,4090.0,3160.0,1489582.0,12.0,12.0,8.0,8.0,8.0,0.0
13,2024.04.16,3155.0,170.0,3295.0,3300.0,3155.0,66409.0,13.0,13.0,9.0,9.0,9.0,1.0
14,2024.04.15,3325.0,165.0,3480.0,3480.0,3285.0,69919.0,14.0,14.0,10.0,10.0,10.0,2.0
15,2024.04.12,3490.0,5.0,3455.0,3545.0,3455.0,34800.0,15.0,15.0,11.0,11.0,11.0,3.0
16,2024.04.11,3485.0,15.0,3485.0,3610.0,3395.0,26683.0,16.0,16.0,12.0,12.0,12.0,4.0
17,2024.04.09,3470.0,50.0,3500.0,3530.0,3450.0,37695.0,17.0,17.0,13.0,13.0,13.0,5.0
18,2024.04.08,3520.0,165.0,3665.0,3665.0,3495.0,57058.0,18.0,18.0,14.0,14.0,14.0,6.0
19,2024.04.05,3685.0,80.0,3775.0,3775.0,3645.0,39760.0,19.0,19.0,15.0,15.0,15.0,7.0
20,2024.04.04,3765.0,50.0,3725.0,3775.0,3700.0,26779.0,20.0,20.0,16.0,16.0,16.0,8.0
21,2024.04.03,3715.0,115.0,3795.0,3850.0,3705.0,51149.0,21.0,21.0,17.0,17.0,17.0,9.0
