,날짜,종가,전일비,시가,고가,저가,거래량,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
0,2021.11.18,3785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021.11.17,3785.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,2021.11.16,3785.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
3,2021.11.15,3785.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
4,2021.11.12,3785.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
5,2021.11.11,3785.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
6,2021.11.10,3785.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0
7,2021.11.09,3785.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0
8,2021.11.08,3785.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0
9,2021.11.05,3785.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0
10,2021.11.04,3785.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0
11,2021.11.03,3785.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0
12,2021.11.02,3785.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0
13,2021.11.01,3785.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0
14,2021.10.29,3785.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,14.0
15,2021.10.28,3785.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0
16,2021.10.27,3785.0,15.0,3880.0,3880.0,3700.0,6520.0,16.0,16.0,16.0,16.0,16.0,16.0
17,2021.10.26,3800.0,45.0,3835.0,3890.0,3800.0,989.0,17.0,17.0,17.0,17.0,17.0,17.0
18,2021.10.25,3845.0,5.0,3875.0,3875.0,3730.0,484.0,18.0,18.0,18.0,18.0,18.0,18.0
19,2021.10.22,3840.0,25.0,3895.0,3895.0,3710.0,3586.0,19.0,19.0,19.0,19.0,19.0,19.0
20,2021.10.21,3865.0,25.0,3800.0,3900.0,3800.0,274.0,20.0,20.0,20.0,20.0,20.0,20.0
21,2021.10.20,3840.0,10.0,3810.0,3840.0,3760.0,6161.0,21.0,21.0,21.0,21.0,21.0,21.0
22,2021.10.19,3830.0,70.0,3765.0,3835.0,3760.0,1148.0,22.0,22.0,22.0,22.0,22.0,22.0
23,2021.10.18,3760.0,30.0,3780.0,3780.0,3700.0,2694.0,23.0,23.0,23.0,23.0,23.0,23.0
24,2021.10.15,3730.0,30.0,3765.0,3785.0,3650.0,3531.0,24.0,24.0,24.0,24.0,24.0,24.0
25,2021.10.14,3760.0,145.0,3650.0,3760.0,3555.0,786.0,25.0,25.0,25.0,25.0,25.0,25.0
26,2021.10.13,3615.0,205.0,3700.0,3800.0,3535.0,7860.0,26.0,26.0,26.0,26.0,26.0,26.0
27,2021.10.12,3820.0,25.0,3845.0,3845.0,3750.0,4469.0,27.0,27.0,27.0,27.0,27.0,27.0
28,2021.10.08,3845.0,145.0,3800.0,3845.0,3605.0,381.0,28.0,28.0,28.0,28.0,28.0,28.0
29,2021.10.07,3700.0,90.0,3745.0,3745.0,3635.0,2588.0,29.0,29.0,29.0,29.0,29.0,29.0
30,2021.10.06,3610.0,245.0,3850.0,3895.0,3510.0,10516.0,30.0,30.0,30.0,30.0,30.0,30.0
31,2021.10.05,3855.0,115.0,4070.0,4075.0,3815.0,879.0,31.0,31.0,31.0,31.0,31.0,31.0
32,2021.10.01,3970.0,65.0,4050.0,4100.0,3910.0,61695.0,32.0,32.0,32.0,32.0,32.0,32.0
33,2021.09.30,4035.0,165.0,4200.0,4260.0,4015.0,4139.0,33.0,33.0,33.0,33.0,33.0,33.0
34,2021.09.29,4200.0,75.0,4245.0,4285.0,4000.0,15278.0,34.0,34.0,34.0,34.0,34.0,34.0
35,2021.09.28,4275.0,25.0,4280.0,4400.0,4100.0,107218.0,35.0,35.0,35.0,35.0,35.0,35.0
36,2021.09.27,4300.0,165.0,4165.0,4330.0,4020.0,66257.0,36.0,36.0,36.0,36.0,36.0,36.0
37,2021.09.24,4135.0,70.0,4150.0,4175.0,4000.0,55370.0,37.0,37.0,37.0,37.0,37.0,37.0
38,2021.09.23,4065.0,0.0,4060.0,4195.0,3990.0,9809.0,38.0,38.0,38.0,38.0,38.0,38.0
39,2021.09.17,4065.0,80.0,3990.0,4180.0,3985.0,9062.0,39.0,39.0,39.0,39.0,39.0,39.0
40,2021.09.16,3985.0,30.0,4075.0,4075.0,3890.0,11490.0,40.0,40.0,40.0,40.0,40.0,40.0
41,2021.09.15,3955.0,10.0,4050.0,4065.0,3900.0,1753.0,41.0,41.0,41.0,41.0,41.0,41.0
42,2021.09.14,3965.0,5.0,3970.0,4140.0,3850.0,2211.0,42.0,42.0,42.0,42.0,42.0,42.0
43,2021.09.13,3970.0,0.0,3900.0,4200.0,3900.0,3065.0,43.0,43.0,43.0,43.0,43.0,43.0
44,2021.09.10,3970.0,100.0,3940.0,4085.0,3880.0,12064.0,44.0,44.0,44.0,44.0,44.0,44.0
45,2021.09.09,3870.0,0.0,3760.0,3965.0,3760.0,2333.0,45.0,45.0,45.0,45.0,45.0,45.0
46,2021.09.08,3870.0,10.0,3860.0,3965.0,3840.0,7859.0,46.0,46.0,46.0,46.0,46.0,46.0
47,2021.09.07,3860.0,35.0,3970.0,3970.0,3735.0,2768.0,47.0,47.0,47.0,47.0,47.0,47.0
48,2021.09.06,3895.0,0.0,3945.0,3985.0,3825.0,3691.0,48.0,48.0,48.0,48.0,48.0,48.0
49,2021.09.03,3895.0,5.0,3960.0,3970.0,3820.0,6478.0,49.0,49.0,49.0,49.0,49.0,49.0
50,2021.09.02,3900.0,85.0,3895.0,3965.0,3815.0,5355.0,50.0,50.0,50.0,50.0,50.0,50.0
51,2021.09.01,3815.0,35.0,3990.0,3990.0,3700.0,3118.0,51.0,51.0,51.0,51.0,51.0,51.0
52,2021.08.31,3850.0,70.0,3920.0,3990.0,3830.0,2160.0,52.0,52.0,52.0,52.0,52.0,52.0
53,2021.08.30,3920.0,55.0,3860.0,4035.0,3810.0,156.0,53.0,53.0,53.0,53.0,53.0,53.0
54,2021.08.27,3865.0,80.0,3750.0,3865.0,3705.0,10032.0,54.0,54.0,54.0,54.0,54.0,54.0
55,2021.08.26,3785.0,25.0,3420.0,3800.0,3420.0,3051.0,55.0,55.0,55.0,55.0,55.0,55.0
56,2021.08.25,3760.0,35.0,3750.0,3760.0,3700.0,1358.0,56.0,56.0,56.0,56.0,56.0,56.0
57,2021.08.24,3725.0,65.0,3785.0,3785.0,3500.0,6054.0,57.0,57.0,57.0,57.0,57.0,57.0
58,2021.08.23,3660.0,85.0,3800.0,3800.0,3600.0,10395.0,58.0,58.0,58.0,58.0,58.0,58.0
59,2021.08.20,3745.0,10.0,3750.0,3835.0,3600.0,6579.0,59.0,59.0,59.0,59.0,59.0,59.0
60,2021.08.19,3755.0,15.0,3700.0,3840.0,3655.0,22045.0,60.0,60.0,60.0,60.0,60.0,60.0
61,2021.08.18,3770.0,30.0,3800.0,3835.0,3700.0,9156.0,61.0,61.0,61.0,61.0,61.0,61.0
62,2021.08.17,3800.0,10.0,3880.0,3880.0,3775.0,6051.0,62.0,62.0,62.0,62.0,62.0,62.0
63,2021.08.13,3810.0,50.0,3890.0,3890.0,3780.0,6721.0,63.0,63.0,63.0,63.0,63.0,63.0
64,2021.08.12,3860.0,10.0,3890.0,3895.0,3825.0,3094.0,64.0,64.0,64.0,64.0,64.0,64.0
65,2021.08.11,3850.0,25.0,3860.0,3875.0,3800.0,5112.0,65.0,65.0,65.0,65.0,65.0,65.0
66,2021.08.10,3825.0,5.0,3825.0,3825.0,3705.0,645.0,66.0,66.0,66.0,66.0,66.0,66.0
67,2021.08.09,3830.0,35.0,3885.0,3885.0,3750.0,285.0,67.0,67.0,67.0,67.0,67.0,67.0
68,2021.08.06,3865.0,0.0,3875.0,3875.0,3865.0,41.0,68.0,68.0,68.0,68.0,68.0,68.0
69,2021.08.05,3865.0,20.0,3895.0,3895.0,3810.0,951.0,69.0,69.0,69.0,69.0,69.0,69.0
70,2021.08.04,3845.0,5.0,3885.0,3885.0,3750.0,638.0,70.0,70.0,70.0,70.0,70.0,70.0
