,corp_code,stock_code,PBR,PBR score,PER,PER score,PSR,PSR score,EE,EE score,PCR,PCR score,DIV,DIV score,6M momentum,3M momentum,Total Score
영원무역홀딩스,00140964,009970,0.1921213785715009,96.98189134808852,1.6748760774463032,98.52448021462106,0.1689333202935728,89.738430583501,1.1709502778186858,99.73172367538565,1.4751173918101663,97.04896042924211,0.08675539377398833,98.12206572769954,22.45,4.76,705.5792799356
대한제강,00113225,084010,0.3220663271445313,91.68343393695507,1.868747525490291,98.18913480885311,0.12007419482213996,94.09792085848424,2.0985627460734735,99.32930918846412,3.5149257563717504,89.40308517773306,0.033557487298506175,87.59221998658619,8.63,9.75,702.4336294026667
SNT홀딩스,00225159,036530,0.12912860450899713,99.12810194500335,3.6553301493857826,94.56740442655935,0.14392924575193175,92.21998658618377,3.923500348524658,97.1160295103957,1.4610901205104028,97.1830985915493,0.04315659679408138,91.54929577464789,12.64,0.62,700.6782827242137
세아제강지주,00124197,003030,0.30944000654006915,92.28705566733736,1.6290051902908471,98.72568745808182,0.15502368342832093,90.87860496311201,3.2246418441335845,98.39034205231388,1.5363515714759635,96.84775318578136,0.021293658782404707,79.6109993293092,6.46,4.05,699.4197308674928
KG케미칼,00101220,001390,0.1547372319404318,98.45741113346747,0.7723514842988333,99.53051643192488,0.0758976478570233,97.1830985915493,7.183866716233938,89.738430583501,1.80510001929327,95.90878604963112,0.04962058301057701,94.09792085848424,51.14,50.52,699.2975285906449
KISCO홀딩스,00159740,001940,0.1902899925324642,97.25016767270289,2.297452695203097,97.85378940308517,0.15724577290159755,90.47619047619048,2.3911260995227055,99.12810194500335,2.8985888175234695,92.01877934272301,0.04320970374374212,91.68343393695507,58.08,19.13,697.9168537402654
아세아,00138701,002030,0.14392924157055578,98.72568745808182,1.6414769893302457,98.65861837692823,0.12951593573864187,93.36016096579476,6.528316109730678,91.81757209926224,1.291326480871408,97.85378940308517,0.05491542923803433,95.17102615694165,27.03,9.98,696.5216693222486
KG ETS,00366137,151860,0.19296888661861186,96.91482226693495,0.5521857901925787,99.73172367538565,0.10106302951439237,95.37223340040241,6.684854331271698,91.28101945003354,2.370048307324784,93.69550637156271,0.020669502981908422,79.14151576123407,19.66,7.35,691.887469592376
서연,00163114,007860,0.18379391509602502,97.58551307847083,1.8610853205687685,98.2562038900067,0.05674586145029481,98.52448021462106,7.949195934456784,87.86049631120054,0.7312893052718923,98.9268947015426,0,26.693494299128105,58.88,10.68,682.6923431379283
서희건설,00219848,035890,0.3758678764304059,88.46411804158282,2.896554723851486,96.24413145539906,0.19761185689072844,87.5251509054326,6.217301855781072,92.48826291079813,1.879779737219996,95.70757880617036,0.0380202190467285,89.73843058350101,7.5,10.45,675.4972000624311
한양이엔지,00216762,045100,0.541036801811538,76.86116700201207,3.6626945171098866,94.43326626425218,0.2197598425056707,86.25083836351442,4.475834465063217,95.84171696847753,3.1641318139934005,90.94567404426559,0.03744206315535063,89.40308517773308,9.78,2.68,670.6375583235446
케이씨,00209780,029460,0.30393591987942603,92.6224010731053,2.4147495484325514,97.31723675385648,0.28012667233705146,80.54996646545942,2.9619444644479365,98.72568745808182,2.2244802247302484,94.43326626425218,0.017627908194972976,76.59289067739772,28.25,1.49,669.9217368259326
사조대림,00109718,003960,0.3482717571154257,90.20791415157612,2.8491596979540943,96.579476861167,0.10417214656238548,94.96981891348088,8.742027309457843,86.11670020120724,3.4350168709644158,89.87256874580818,0.010490169792644813,67.00201207243461,21.44,2.51,666.8561576580594
LF,00593032,093050,0.2999137929657907,92.82360831656607,2.8026203357369033,96.71361502347418,0.2524264215898543,83.16566063044937,5.000512320410982,94.50033534540577,3.0878837661567684,91.28101945003354,0.04016359211578076,90.61032863849766,13.38,3.19,665.9242695467149
오리온홀딩스,00117577,001800,0.24383767870018802,95.37223340040241,4.559301243103935,91.95171026156942,0.34274219024186137,76.32461435278336,3.2107641531973368,98.45741113346747,1.8975747668714804,95.64050972501677,0.0513735290493422,94.36619718309859,16.92,7.87,660.4005400033545
휴스틸,00156488,005010,0.4153013484572417,86.45204560697519,1.6622359124122943,98.59154929577464,0.3662579000221239,74.9832327297116,1.4287749159304337,99.59758551307847,1.8298803104811254,95.84171696847753,0.01660571628664725,75.0503018108652,13.9,27.27,659.4434460964849
KG스틸,00115676,016380,0.5748162647808672,74.91616364855801,1.8125591333663327,98.32327297116029,0.25434903925711166,82.897384305835,5.836716432041056,93.02481556002682,2.0295123620225457,95.30516431924883,0.010301369107444473,66.80080482897385,13.83,15.87,658.1533873962696
엠에스오토텍,00259545,123040,0.5670747148758923,75.5197853789403,6.032662442687885,87.39101274312542,0.12934226552772993,93.42723004694835,7.336742761968252,89.26894701542588,1.6883371161656382,96.31120053655265,0,26.693494299128105,50.25,28.42,655.768126080757
화천기공,00166519,000850,0.24213229103061384,95.439302481556,2.2301881592212545,97.98792756539235,0.34249141336252276,76.39168343393695,4.118931732652348,96.51240778001342,2.6980295352545136,92.5553319919517,0.02631578947368421,83.16566063044937,21.41,18.56,655.2144542560926
피에이치에이,00155151,043370,0.2663561055340547,94.16498993963782,6.343808809582327,86.3849765258216,0.17500778917863152,88.79946344735077,8.798660489840955,85.98256203890007,3.2941923229395367,90.54325955734406,0.020618556701030927,79.07444668008048,41.72,19.59,646.4377572371266
한국전자홀딩스,00159254,006200,0.14109292352181166,98.9268947015426,1.559498960390987,98.79275653923541,0.150391712785419,91.4822266934943,4.934269088082421,94.63447350771294,12.150475703938797,62.307176391683434,0,26.693494299128105,-5.45,2.4,639.8157121848878
SK디스커버리,00131832,006120,0.1117155728419624,99.46344735077129,6.238700853879408,86.8544600938967,0.07629574136051481,97.1160295103957,10.4888332132515,80.81824279007378,8.078180210608753,71.22736418511066,0.08606219500834135,98.05499664654594,12.96,6.08,638.9676594358327
현대글로비스,00360595,086280,0.9070278583754537,56.8075117370892,5.231363874656343,89.87256874580818,0.23126630818208252,84.77531857813548,6.997771824434694,90.14084507042253,4.003091719901459,86.3849765258216,0.02283653846153846,81.08651911468813,-4.91,1.84,637.8494019334104
에스에이엠티,00128661,031330,0.8358897203384563,60.16096579476861,5.222767392327702,89.93963782696177,0.11862383854436696,94.23205902079141,8.10226440170847,87.32394366197182,10.146309599953394,66.19718309859155,0.06493506493506493,96.71361502347419,14.93,9.41,636.0612026050782
동양이엔피,00178790,079960,0.46314637701912703,82.76324614352784,5.621861229273788,88.73239436619718,0.23054411452108867,84.90945674044265,6.657024725425988,91.34808853118712,3.4411411536987973,89.80549966465459,0,26.693494299128105,28.28,4.92,634.8792379969103
