,corp_code,PER,PER score,PSR,PSR score,EE,EE score,3M momentum,Total Score
하림지주,00148364,6.675236601412943,85.30201342281879,0.11822908735633102,94.29530201342281,13.923807957215667,73.08724832214764,115.29,252.68456375838926
KG케미칼,00101220,0.84140629376159,99.79865771812081,0.08268354484561548,96.97986577181209,7.2674505483578535,89.26174496644295,82.07,286.0402684563758
KTcs,00372882,8.194250370370355,81.94630872483222,0.14409440487781336,92.14765100671141,13.0834030096788,74.69798657718121,80.6,248.79194630872485
KG ETS,00366137,0.743143412161194,99.86577181208054,0.13601278035510442,92.81879194630872,7.09544158168119,89.73154362416108,66.79,282.4161073825503
화신,00166315,5.452323218184961,89.66442953020135,0.23939700527961594,84.42953020134229,9.878219003696746,82.61744966442953,57.16,256.7114093959732
인카금융서비스,01013694,4.987758396272102,90.67114093959731,0.25827575414355597,82.95302013422818,11.998478577062412,76.64429530201342,53.34,250.26845637583892
에코플라스틱,00139153,6.13090607615156,87.24832214765101,0.0794168344556945,97.11409395973155,23.26439189198804,59.66442953020134,50.34,244.0268456375839
서진오토모티브,00800145,3.7098912532201043,94.76510067114094,0.041561496286413806,99.39597315436242,26.261516967687268,56.84563758389262,47.52,251.006711409396
아진산업,00139083,4.5954895072507576,92.21476510067114,0.22817427627231784,85.1006711409396,15.364328195383237,69.73154362416108,43.47,247.04697986577182
세동,00133663,2.7592929597760403,96.57718120805369,0.21871847702395897,86.1744966442953,10.525480729457154,81.00671140939598,40.65,263.758389261745
KG스틸,00115676,1.9656279788205442,98.38926174496645,0.2758285667741901,81.34228187919463,6.04869745509064,92.68456375838926,40.03,272.4161073825503
제이엠티,00533508,2.4228570392840716,97.58389261744966,0.7867260761490613,52.75167785234899,4.6190531210381875,95.63758389261744,36.48,245.9731543624161
KISCO홀딩스,00159740,2.3701215152460176,97.85234899328859,0.16221948347999357,90.26845637583892,2.44044778200668,99.26174496644295,35.46,287.38255033557044
황금에스티,00218575,3.401659980788552,95.57046979865771,0.4717893748508656,68.32214765100672,3.8209636249276717,97.58389261744966,32.1,261.4765100671141
일신방직,00146269,2.581498000841049,97.11409395973155,0.4989646936623947,66.04026845637584,3.1407173950450336,98.59060402684564,31.09,261.74496644295306
루멘스,00406329,3.95341422731363,94.02684563758389,0.3777318285720056,74.29530201342283,3.9180458291387015,97.31543624161074,30.98,265.6375838926175
엠에스오토텍,00259545,5.520739340230177,89.39597315436242,0.11836646595715716,94.22818791946308,7.2007652112218095,89.39597315436242,29.26,273.02013422818794
OCI홀딩스,00148896,2.7286995210886853,96.64429530201342,0.5142096607840932,65.23489932885906,3.8838496509572513,97.38255033557047,28.95,259.26174496644296
휴스틸,00156488,1.6251324322245198,98.9261744966443,0.3580825004680586,75.7718120805369,1.3994162926875544,99.66442953020135,27.82,274.36241610738256
와이엠씨,00870861,6.485086926282405,86.1744966442953,0.5332712201384929,64.2281879194631,4.971276752906139,95.03355704697987,25.96,245.43624161073825
DN오토모티브,00116949,3.6355724020710767,94.96644295302013,0.21297009684089457,86.57718120805369,14.291071130615064,72.3489932885906,25.0,253.8926174496644
대한제강,00113225,1.8080300968642526,98.65771812080537,0.11617286719253975,94.49664429530202,2.0558845751209622,99.39597315436242,24.65,292.5503355704698
부방,00243067,4.5093499426655415,92.5503355704698,0.4162233972580759,71.81208053691276,7.396551560674373,88.79194630872483,23.24,253.1543624161074
소프트센,00204226,6.820019853013449e-06,99.93288590604027,9.967760555734032e-07,99.93288590604027,0.41132429059303505,99.93288590604027,22.6,299.7986577181208
화천기공,00166519,2.2008435781788696,98.32214765100672,0.3379849473972264,76.97986577181209,4.094435723344033,96.97986577181209,21.95,272.28187919463085
